1317432669010071552	1602935399000	kyle00463	de	RT @MirDriM_Art: Frankenstein's Monster https://t.co/7TAy04EfcK	true	1317432323348992000
1319733341218852864	1603483922000	xXDarkShadowSl1	de	@DurkJean ANSAGE IS RAUS JETZT VERPISS DICH DU PISSÄH	false		
1318097042552520704	1603093798000	HRehburg	de	@Pixelaffe @Steffen_Herget @FriendlyUser @danielrehn @Jens_Krees jetzt muss ich an Ruthe denken und die Parodie dazu 	false		
1316078407910854656	1602612518000	TKL36274562	de	RT @morgenpost: Kampagne: Berlin zeigt Maskenverweigerern den Mittelfinger https://t.co/U2dE3MOLFM https://t.co/2kOy8C2TZu	true	1316078035771240449
1316078035771240449	1602612429000	morgenpost	de	Kampagne: Berlin zeigt Maskenverweigerern den Mittelfinger https://t.co/U2dE3MOLFM https://t.co/2kOy8C2TZu	false		
1316536031663939584	1602721624000	SYHNJTJ090919	de	@bangtan0rtivos @BTS_twt Dynamite #BillboardTNT #BTS @BTS_twt #BTSxBBMAs	false		
1316558513125109760	1602726984000	tpwk_ju	de	RT @onlycreaturx: diez iovpcap #ARIAsHarryStyles	true	1316556892869713921
1316556892869713921	1602726598000	onlycreaturx	de	diez iovpcap #ARIAsHarryStyles	false		
1327018843085139975	1605220921000	elKraffto	de	RT @kurschaot: Und wehe ihr macht jetzt im warmen Büro noch #Mimimimi   #MondayMotivation https://t.co/a0rsHh7QZm	true	1325693424377454593
1325693424377454593	1604904917000	kurschaot	de	Und wehe ihr macht jetzt im warmen Büro noch #Mimimimi   #MondayMotivation https://t.co/a0rsHh7QZm	false		
1327302617110900736	1605288578000	DeINeMUttEr_45	de	@03enisa Mädels immer 	false		
1325333869520842752	1604819192000	KiyoshiNyan	de	@junkyvssi blum apaan nich?	false		
1327590329558720512	1605357174000	bradley50975661	de	RT @RRNO110: Jorgie Porter https://t.co/o8Kx6gFI00	true	1327587607082053633
1327587607082053633	1605356525000	RRNO110	de	Jorgie Porter https://t.co/o8Kx6gFI00	false		
1317072705439604736	1602849577000	ThinkingDevils	de	RT @HKuesgens: @QuakDr @ThinkingDevils ja sicher. mehr Tests!	true	1317072560475996165
1317072560475996165	1602849543000	HKuesgens	de	@QuakDr @ThinkingDevils ja sicher. mehr Tests!	false		
1320402257213558785	1603643404000	Lesaiah_Aweljon	de	@ConchitaWurst @free_equal @UN @UNHumanRights Ich kann in die Zukunft sehen. Als nächstes fickt dich deine Mutter. Oder ?             	false		
1319734473672609794	1603484192000	theotherlucy12	de	RT @tagesthemen: "Die Menschen, die in der Musikszene arbeiten, werden in Zeiten von Corona ignoriert", sagt Farin Urlaub von der Band "Die	true	1319729053042151424
1319729053042151424	1603482900000	tagesthemen	de	"Die Menschen, die in der Musikszene arbeiten, werden in Zeiten von Corona ignoriert", sagt Farin Urlaub von der Band "Die Ärzte" im Interview mit den #tagesthemen. (red) https://t.co/CYPr5Tp1vH	false		
1324676345251667968	1604662426000	EliasRhineland	de	Hat gerade ein Foto gepostet @ Europa Rad Köln https://t.co/TWT21gdnxf	false		
1318136687122370566	1603103250000	Flixem2	de	@DatRichtigeAlex Es sind zwei grad owo	false		
1326836017551339526	1605177332000	ba_bayoga	de	@tretmopete Habe sehr. Um dich zu zerstören, würde ich es lernen.	false		
1317620691248795648	1602980227000	dieloewe	de	@guccivagant Hab nie Bock zurück zuschicken	false		
1324385541585047553	1604593093000	papermanflyboy	de	@Pringles_DE Salt und Pepper was das für eine Scheiße schmeckt nach Arsch	false		
1319026106046074882	1603315304000	Hasi_Power	de	RT @MartinSonneborn: Ts, ts, SPD... ZwinkerSmiley! Via @echo_pbreyer https://t.co/bg36ZGBSmN	true	1319020926579638272
1319020926579638272	1603314069000	MartinSonneborn	de	Ts, ts, SPD... ZwinkerSmiley! Via @echo_pbreyer https://t.co/bg36ZGBSmN	false		
1325075538147487744	1604757601000	ypical_writer	de	@sarahschneiter @klausgesprochen Das ist ja was anderes. Also das Nachdenken, was du meinst. Ich kenne zum Glück keine von den Demonstranten - also glaube ich.	false		
1315925240334168065	1602576000000	TRTDeutsch	de	Das Auswahlverfahren für ein neues Sturmgewehr der Bundeswehr lief über mehrere Jahre. Das Ergebnis war überraschend. Noch überraschender ist nun der Stopp der Auftragsvergabe  Politiker fordern personelle Konsequenzen.  https://t.co/YQClPk5uDb	false		
1325159344539922435	1604777582000	wolfgangbl108	de	RT @murphsicles: ROLLING  ICEBERG  ORDERS  https://t.co/Oz9aq4Zswp	true	1325158885439594496
1325158885439594496	1604777473000	murphsicles	de	ROLLING  ICEBERG  ORDERS  https://t.co/Oz9aq4Zswp	false		
1319746045748912128	1603486951000	frobbs_ib	de	@followthesanda1 @CiesekSandra Da kann man sagen, dass die Bundesregierung und das Parlament zum ersten Mal selbst Vorwürfe machen sollte. Sie hatten schon seit 2012 ein Szenario vom RKI vorlegt hat das dieses Virus kommen könnte. Diese wurde im Parlament erwähnt und vergessen.	false		
1325351577851408388	1604823414000	simamapa	de	RT @__redcat: Gestern in #le0711 war wieder klar zu sehen, dass das schwurbelnde "#Querdenken"-Problem ein Faschismus-Problem und ein #Poli	true	1325345479933222914
1325345479933222914	1604821960000	__redcat	de	Gestern in #le0711 war wieder klar zu sehen, dass das schwurbelnde "#Querdenken"-Problem ein Faschismus-Problem und ein #PolizeiProblem ist. Landesregierungen, Behörden, Polizei und Gerichte geben die Republik für den Abriss von Rechtsaußen frei. https://t.co/8txWMGKO3s	false		
1325867779262734337	1604946486000	GabyVlasics	de	RT @antira_infohh: Nachdem  #Querdenken40 am WE beim rechten & antisemitischen SuperspreadingEvent #le0711 war, rufen sie wieder in #Hambur	true	1325743028708003842
1325743028708003842	1604916743000	antira_infohh	de	Nachdem  #Querdenken40 am WE beim rechten & antisemitischen SuperspreadingEvent #le0711 war, rufen sie wieder in #Hamburg zu Aktionen auf:  - #hh0911 18.30 #Jungfernstieg - #hh1111 14.00 Schiffmann& Eckert - #hh1311 17.00 #Rathaus "Elternstehenauf"  #nonazishh #coronawatchhh	false		
1318537327032098819	1603198770000	Lesart_	de	@mauerbluemle Ich bin immer so Ungeduldig 	false		
1319495360583262208	1603427183000	digital_mediahh	de	Denn über meinem Haupt erscheinest du	false		
1326234617255505924	1605033947000	Jacob_Joerg	de	Es wird immer schlimmer, Lynchjustiz ist sicher nicht mehr weit, nach dem die politische Kaste und Virologen das Gefühl der Menschen total vergiftet haben. #Corona #COVID19	false		
1323569107711610881	1604398440000	ddukiez	de	@jungwoniix ENHYPEN BEST BOYS #D27UntilDUSKandDAWN  #ENHYPEN_IS_COMING @ENHYPEN_members	false		
1323648728197156864	1604417423000	yakoh__	de	@ayameeeke Me TRAUMATIZEI	false		
1326969140549193730	1605209071000	fut_specter	de	Pure Wahrheit!	false		
1319193437804105728	1603355199000	torti117	de	RT @WDRaktuell: Viele Gesundheitsämter kommen mit der Kontaktnachverfolgung nicht mehr hinterher. @rki_de-Präsident Wieler appelliert, denn	true	1319193254882119681
1319193254882119681	1603355156000	WDRaktuell	de	Viele Gesundheitsämter kommen mit der Kontaktnachverfolgung nicht mehr hinterher. @rki_de-Präsident Wieler appelliert, dennoch nicht aufzugeben: Jeden Kontakt, den man finde, jeder nachvollziehbare Ausbruch helfe, weitere Ansteckungen zu verhindern. #Neuinfektionen #Covid19de	false		
1328135131920560129	1605487065000	callian31	de	RT @KrakoaWelcomes: X-Men X-Men 360 X-Men One X-Men One X X-Men One S X-Men Series X X-Men Series S	true	1327998585284276228
1327998585284276228	1605454510000	KrakoaWelcomes	de	X-Men X-Men 360 X-Men One X-Men One X X-Men One S X-Men Series X X-Men Series S	false		
1323891335137513477	1604475265000	authenticsilvr	de	@Notausgang25 sieht ganz danach aus	false		
1322856688404336640	1604228586000	ingo_don	de	RT @ingo_don: Aktueller denn je:  "Mit Aufrufen zu mehr 'Rationalität' finden wissenschaftliche Spitzenkräfte heute, wie es scheint, selbst	true	1194008613028876290
1194008613028876290	1573508811000	ingo_don	de	Aktueller denn je:  "Mit Aufrufen zu mehr 'Rationalität' finden wissenschaftliche Spitzenkräfte heute, wie es scheint, selbst dann kein Gehör mehr, wenn sie sich zu Sprechchören zusammentun."  Hoimar von Ditfurth: Der Ast auf dem wir sitzen 1/2 - 2017 https://t.co/V3omZRzBxP https://t.co/SeOGTMdLKc	false		
1318639399601643520	1603223106000	DerUlmerSpatz	de	@mamigration Sorry, nein.   Die will keiner sehen, nicht mal ich 	false		
1327444304885817346	1605322359000	memo_de_memo	de	Und was war dein erster Eindruck von Japan?	false		
1326549374600507397	1605108991000	leltimederboss	de	@RealCantina @ideallauch @Namelezzbeof @vallahBaui Das hab ich nicht angezweifelt.	false		
1326615883683389441	1605124848000	lsdpika	de	@Spongecockk_ Seit wann auch am klauen	false		
1324813335402078208	1604695087000	diesdassselo	de	@dzbosniaque Lol wenns nicht nervt leg doch Handy weg https://t.co/MUSJAVRYPO	false		
1326453740291973121	1605086190000	BeheritOf	de	@SchattenZirkus Weil es eh schon arme Schweine sind meist noch alkohol -oder drogenabhängig und ja dann muss man nicht noch mit so einem Unsinn wie Bußgeld kommen , was sie zu 100% eh nicht zahlen können	false		
1324244738787201029	1604559523000	Magic_Saltwater	de	@muffelmops Das soll eigentlich ein Schnäppchen sein, damit es besser aussieht und man es als "unter 20000" verkaufen kann.	false		
1319393464182865920	1603402889000	MecanixMp4	de	@succmytweetz uns ich haben uns letztens gefragt an wen Handys wie das LG Wing verkauft werden sollen. Ich meine was ist das?!?! https://t.co/jUc0YUG9Id	false		
1323676838414176261	1604424125000	Flipsop	de	RT @Spalki1904: Schalke gewinnt ein Spiel? Heute ist alles möglich... Biden wird Präsident und Corona verschwindet einfach über Nacht #S04	true	1323676155191373831
1323676155191373831	1604423962000	Spalki1904	de	Schalke gewinnt ein Spiel? Heute ist alles möglich... Biden wird Präsident und Corona verschwindet einfach über Nacht #S04	false		
1318110527248367616	1603097013000	DessiDarl	de	Occupy Ghana  Occupy Nigeria	false		
1328457652926623744	1605563960000	ChPaypig	de	RT @FlrSchweizer: Wo sind meine Betaloser? Schreibt mich an, ich habe Bock euch auszunehmen!  Ich ficke dein Konto, dein Geld steht	true	1328419029242044418
1328419029242044418	1605554752000	FlrSchweizer	de	Wo sind meine Betaloser? Schreibt mich an, ich habe Bock euch auszunehmen!  Ich ficke dein Konto, dein Geld steht mir einfach besser!   #herrin #sklave #göttin #königin #findom #femdom #geldherrin #zahlsklave #mistress #goddess #paypig https://t.co/iynlhVQoRp	false		
1316766588352294912	1602776593000	blonder0	de	RT @tinschu_susi: Oh, unsere Richter werden wach? Zeit jetzt zu Handeln und Merkel in die Schranken zu weisen. https://t.co/fvIVUp1vXi	true	1316451909532778505
1316451909532778505	1602701568000	tinschu_susi	de	Oh, unsere Richter werden wach? Zeit jetzt zu Handeln und Merkel in die Schranken zu weisen. https://t.co/fvIVUp1vXi	false		
1328218246223368192	1605506881000	periamfr	de	RT @JulianRoepcke: Für Unterhaltung sorgt auch in dieser Woche der Komiker im Weißen Haus. Guten Start euch allen! https://t.co/wSxAzYgHSq	true	1328216741281980416
1328216741281980416	1605506522000	JulianRoepcke	de	Für Unterhaltung sorgt auch in dieser Woche der Komiker im Weißen Haus. Guten Start euch allen! https://t.co/wSxAzYgHSq	false		
1324002874230267908	1604501858000	LucasSchoppe1	de	RT @fuecks: Mit Rassismus und Frauenfeindlichkeit bei ethnischen Minoritäten und Frauen punkten? Politische Präferenzen sind offenbar etwas	true	1323997580116852738
1323997580116852738	1604500596000	fuecks	de	Mit Rassismus und Frauenfeindlichkeit bei ethnischen Minoritäten und Frauen punkten? Politische Präferenzen sind offenbar etwas komplexer als eine Funktion von "Race & Gender".  Die US-Wahlen liefern viel Stoff zum Nachdenken, auch für uns. /3 https://t.co/gfRpTwb5Xy	false		
1316142278776369153	1602627746000	danny_mst	de	RT @tofugrrrl: Coronarebellen:Schluss mit der Panikmache!!!11!  Auch Coronarebellen: All die toten Kinder!!! Zwangsimpfung!!!!Unsere Grundr	true	1315990986988892161
1315990986988892161	1602591675000	tofugrrrl	de	Coronarebellen:Schluss mit der Panikmache!!!11!  Auch Coronarebellen: All die toten Kinder!!! Zwangsimpfung!!!!Unsere Grundrechte werden abgeschafft!!! DIKTATUR!!!!!11!!!	false		
1323026830350311424	1604269151000	Derda46421166	de	@ibikus31 Wo nehmen diese Lügenkasperln ihre Zahlen her, wenn sie wenigstens das belegen könnten. Aus der Kantine ihrer Auszubildenen die ersichtlich kameraüberwacht ist ?????	false		
1321467681715953665	1603897421000	Iftikha60011037	de	@Itxz_Meeru Zaberdast	false		
1317573530503008257	1602968983000	SG_SharedArt	de	RT @ZumiDraws: Mona and Fischl # #GenshinImpact https://t.co/YxXyjoIwnG	true	1317505455929892865
1317505455929892865	1602952753000	ZumiDraws	de	Mona and Fischl # #GenshinImpact https://t.co/YxXyjoIwnG	false		
1327453448447660035	1605324539000	MehrAnerkennung	de	Gesundheits- und Krankenpfleger (m/w) TOP Gehalt in Festanstellung - PLZ: 24980, Schafflund #Pflege #Krankenpflege #... https://t.co/L54VNBaehT	false		
1325135885772468224	1604771989000	LeibetsederMar1	de	@rudi_anschober @tdiesenreiter Könnte aber auch an den verspäteten Maßnahmen liegen, der verwirrenden Kommunikation, dem Sommer in dem alles egal war, wenn wir schon bei unterschwelligen Vermutungen und Schuldzuweisungen sind.	false		
1326987087971823616	1605213350000	KatzeKnusper	de	@Pietbull47 Es ist mir nicht begreiflich, warum so viele sofort dabei sind, eine neue Partei zu gründen. Es existieren ausreichend #Kleinstparteien, die so klein sind, dass es für sie eine Herausforderung ist, an #Wahlen teilzunehmen.   Da sollte doch für jeden was dabei sein, @J_Todenhoefer	false		
1317920286185037824	1603051656000	vxceoderso	de	@anna_vsz Favt meinen Tweet wenn ihr denkt ihr seid es nicht.	false		
1323297081948311553	1604333584000	HauselfDobby	de	@DaVoldimort Englisch an sich mag ich auch aber dank den Lehrern in der Schule nicht	false		
1317534062089768962	1602959573000	lonelyPorterCH	de	Anfang des Jahres, ist klar^^ https://t.co/lJp4B3svdo	false		
1316129440020279301	1602624685000	BlickKritischer	de	@sebastiankurz Eine TU für Digitalisierung ? Sie bekommen es ja nichtmal hin, ,,Homeschooling,, zugänglicher zu machen und von staatlichen Live Streams sprech ma da noch garnicht. Das einzige was Sie können ist einen nach dem anderem verhungern lassen. Langsam und qualvoll. Nur Sie nicht...	false		
1317066854368710660	1602848182000	PistnerSam	de	@mythlfrythtyg @QuerDenkender @Mami_mit_Herz @BR24 Mir auch dann muss mein Kind am 20 nicht in den hot spot. Und ich auch nicht wäre mir als riskopatientin sehr recht.	false		
1322194588149391371	1604070729000	Max3999	de	RT @SHomburg: Prof. Dr. Stefan Willich, Epidemiologe an der Charité, hält den #lockdown2 für schädlich:  Mit dem Lockdown wird die Belastu	true	1322190154560360448
1322190154560360448	1604069672000	SHomburg	de	Prof. Dr. Stefan Willich, Epidemiologe an der Charité, hält den #lockdown2 für schädlich:  Mit dem Lockdown wird die Belastung für das Gesundheitswesen insgesamt zunehmen."  Diese Ansicht teile ich voll und ganz.  https://t.co/ALmiBcZoDg	false		
1328679938438918144	1605616957000	syndorphin	de	@derspiegel Nachdem 9000000000 Staatshilfe und 36000 entlassene Mitarbeiter nicht ausreichend waren, werden halt jetzt die Snacks gestrichen	false		
1321550166923661313	1603917087000	optikwind	de	RT @Joanalistin: Die Deutsche Bank & andere Institute haben Trump also seit 2010 $287 Million Schulden erlassen. Währenddessen reden wir da	true	1321206496261144576
1321206496261144576	1603835150000	Joanalistin	de	Die Deutsche Bank & andere Institute haben Trump also seit 2010 $287 Million Schulden erlassen. Währenddessen reden wir darüber das Flaschen sammeln als Verdienst bei Hartz IV Empfängern angerechnet wird.   Irgendetwas stimmt doch nicht mit dieser Welt.	false		
1321399272621985796	1603881111000	strack_thomas	de	Auf den Weg nach Norwegen oder der Suche nach den Token | Nelson Crew | Nelson Familie | https://t.co/nmzP0GuTfo	false		
1323683297638141954	1604425665000	westside_araber	de	RT @syrianshawtyy: Muslime kriegen heutzutage Panikattacken wenn sie in den Nachrichten sehen, dass es wieder einen Anschlag gab, weil es n	true	1323393479637172226
1323393479637172226	1604356567000	syrianshawtyy	de	Muslime kriegen heutzutage Panikattacken wenn sie in den Nachrichten sehen, dass es wieder einen Anschlag gab, weil es natürlich immer wieder auf uns geschoben wird	false		
1326887880137039872	1605189697000	Ladymo88	de	@verbindetpunkte Kanzler Sunny 	false		
1323658203129958401	1604419682000	Datev_Politik	de	RT @DIN_Norm: #Normen und #Standards als Erfolgsfaktoren für #KImadeinGermany: #Enquete-Kommission #KI misst der #Standardisierung eine str	true	1322064944213405697
1322064944213405697	1604039820000	DIN_Norm	de	#Normen und #Standards als Erfolgsfaktoren für #KImadeinGermany: #Enquete-Kommission #KI misst der #Standardisierung eine strategische Bedeutung zu. Mehr dazu hier: https://t.co/5nS0N1vYKq	false		
1317413769484656641	1602930893000	mrod1986	de	@Regendelfin @BodoMdB Wendler bei Bayern... Passt!	false		
1318975107503656974	1603303145000	firsyard	de	@azfrankie @vestenatangian  Augenbrauen Club https://t.co/wJa93qUiLR	false		
1324831119259348993	1604699327000	WineyNot	de	@beren_linkehand Endlich erkennt es einer. 	false		
1324439526454996992	1604605964000	somedudeyoudont	de	@JackPosobiec Arkansas Gas Station Sushi	false		
1328284730131845120	1605522732000	TimDeplorable	de	Gutfelds monologue!	false		
1322805060728967168	1604216277000	dederreda	de	Dieser Lockdown light mit offenen Schulen, offenem Handel, ohne Homeofficeverpflichtung wird nur  wenig verändern. Konnte man gestern live miterleben. Gerade den Leuten, die potentielle Überträger (viele soziale Kontakte) sind, geht das (sozialer Zusammenhalt) am Arsch vorbei.	false		
1320705467635683328	1603715695000	ReinhardPeters	de	@FWWinterberg Danke, Franz, das wünsche ich Dir und allen anderen hier auch. 	false		
1328055414970343425	1605468059000	simobikenobi	de	wir haben dich gerettet lieber schmetterling	false		
1318325061703663618	1603148162000	Ganedikt	de	Das Event ist so sexuell geladen. Erst A.S.S. und nun das? Da kann mein Kopf nicht anders als aus jedem Ahh einen Stöhner zu machen   https://t.co/3zLDzfRCmE	false		
1325862959982256134	1604945337000	piifkaa	de	@buch_schubser @ArmeStudentin Nelly Furtado. Habe auch jetzt wieder ein Ohrwurm von diesem Lied. Vielen Dank dafür 	false		
1319325554202599426	1603386698000	omerongun_	de	RT @janevabr: Linker queerer Aktivismus darf eine*n nicht ins Gefängnis bringen! Nicht in der Türkei und nirgends sonst auf der Welt! Danke	true	1319324283223609344
1319324283223609344	1603386395000	janevabr	de	Linker queerer Aktivismus darf eine*n nicht ins Gefängnis bringen! Nicht in der Türkei und nirgends sonst auf der Welt! Danke an alle die da waren #FreeCihan #FreeThemAll https://t.co/Yo5MRlmcGy	false		
1315947424012218369	1602581289000	MuslimaaV	de	Der Tod ist kein Abschied für die Ewigkeit, es ist nur ein warten bis Allah uns vereint, in unserer gemeinsamen Ewigkeit	false		
1323319164954705922	1604338849000	KantHolzKontor	de	warum heißt es zug fährt ein und nicht ein zug fährt https://t.co/wdskiVD64i	false		
1320368233027960832	1603635292000	Venora_Khoon	de	Made my Day !!!  Schickeria-Komerz-Linksextremismus, läuft !!!  ich präsentiere, die "goldene Spreewaldgurke",  des Tages !!! https://t.co/OOKBeZANyo	false		
1322594582157283330	1604166095000	paintednails93	de	@Pillendreher @TR_Bremen @HBBuergerschaft @CDUFraktionHB Ich verstehe das mit der Pflicht so, dass man sich dann nur noch draußen aufhalten darf, wenn man ein Smartphone mit installierter Warnapp vorzeigen kann - sonst Bußgeld. Sprich: Man sperrt viele ältere Menschen daheim ein.	false		
1326517846042537985	1605101474000	melz0019	de	Agibbang du du du du	false		
1328245140113252353	1605513293000	KKronreif	de	@rudi_anschober @emil_goldberg Frauen: durch die Anhebung des Pensionsantrittsalters können Frauen nicht einmal mit Abschlägen nach 45 Jahren in Pension gehen...diese starken Jahrgänge 1964..1965 vergisst man komplett! Kein Pensionsantritt mit 60 Jahren und 45 Beitragsjahre möglich.  So schaut's leider aus.	false		
1316705116620234752	1602761937000	pechmeni	de	@staatsboss lass mich in ruhe	false		
1320788779108569089	1603735558000	AldousLeary	de	@spasskultur @LGcommaI @OOZeitung Yo, gut wär auch neben echten Selbstdenunziationen (um ein deutl. Zeichen zu setzen) auch Vorgehen im Sinne von, "da haben eben welche um Unterschlupf gebeten, irgendwas mit Geburt gefaselt. Hab Sie sofort informiert, leider sind die geflohen  als sie mich telefonieren hörten..."	false		
1320672374589509634	1603707805000	tooktook222	de	RT @imsuhjj: Kangen (6) #GOT7 @GOT7Official #BamBam https://t.co/n8bgCgOLWS	true	1320664176549740544
1320664176549740544	1603705851000	imsuhjj	de	Kangen (6) #GOT7 @GOT7Official #BamBam https://t.co/n8bgCgOLWS	false		
1325349573003448322	1604822936000	KR_MediaDesign	de	RT @barbcore: Die liberalen und Konservativen, die gerne jede Schmähung des US-Präsidenten als Antiamerikanismus abstempelten, werden ab	true	1325178823491555329
1325178823491555329	1604782226000	barbcore	de	Die liberalen und Konservativen, die gerne jede Schmähung des US-Präsidenten als Antiamerikanismus abstempelten, werden ab dem Machtwechsel fleißige Amerikakritiker. Wetten?	false		
1326319648380489728	1605054220000	taeselle	de	RT @modernmodells: furstenberg ss 1991 https://t.co/EcSRzYpVcE	true	1325536201546338308
1325536201546338308	1604867432000	modernmodells	de	furstenberg ss 1991 https://t.co/EcSRzYpVcE	false		
1324615448160251904	1604647907000	sabengel4	de	RT @ltc_hicks: @sabengel4 Kurzfassung das Establishment und der MiK brauchen neue Kriege - die Trump nicht geliefert hat, desweiteren schau	true	1324614487815630848
1324614487815630848	1604647678000	ltc_hicks	de	@sabengel4 Kurzfassung das Establishment und der MiK brauchen neue Kriege - die Trump nicht geliefert hat, desweiteren schau dir die unschuldigen Dems an seit 2016! DNC Skandal FBI Obama Hillary etc das System an sich ist verdreckt... es wird sich absolut nichts ändern. Nicht in den UsA	false		
1317071136786501635	1602849203000	purradisefound	de	blobmin in 3d https://t.co/Ys1SlUvZIt	false		
1325017254069678081	1604743705000	vllnjade	de	RT @Cclament_: 13) Sch- Morpheus https://t.co/82yC9gKely	true	1324032143660601351
1324032143660601351	1604508837000	Cclament_	de	13) Sch- Morpheus https://t.co/82yC9gKely	false		
1324702379288207360	1604668633000	reanna_susan	de	@AyduganSevda ewraetsrdtfy	false		
1323389662820507649	1604355657000	biskytion1	de	@publicclownshit Wenigstens eine. Guna	false		
1318268480530034694	1603134672000	Shockii2	de	@iamthanh_hs @streampriester Was Vikings meiner Meinung nach extrem stark macht, ist, dass es nicht immer versucht das gleiche zu machen, unterschiedliche Themen und Charaktere behandelt. Und ich hab normalerweise eher nen Problem mit Serien, die extrem lang sind dran zu bleiben. Bei Vikings nicht.	false		
1316717842155347975	1602764971000	dayumexo	de	RT @weareoneEXO: CHEN  [ (Hello)]   Melon: https://t.co/VkPHbfqkG3  FLO: https://t.co/vdKsPZNb4Q  Genie: https://t.co/SuDNvOJ56D  NA	true	1316668453931999232
1316668453931999232	1602753196000	weareoneEXO	de	CHEN  [ (Hello)]   Melon: https://t.co/VkPHbfqkG3  FLO: https://t.co/vdKsPZNb4Q  Genie: https://t.co/SuDNvOJ56D  NAVER MUSIC: https://t.co/vaTcLFYtqm  # #CHEN # #EXO #weareoneEXO # #Hello	false		
1319568563770781697	1603444636000	careubonar4	de	*Weibo*	false		
1324257657251893249	1604562603000	SoosDeadlift	de	@kommenichtklar Zeig her später	false		
1327161843660492800	1605255015000	Laaang4	de	@MadameSatina Zweifellos das "Bild des Tages"! 	false		
1327687704541360133	1605380390000	mit_dt	de	merry christmas ihr lieben https://t.co/6mSvcPio2b	false		
1323702742435696641	1604430301000	FishnetUndBoobs	de	wie bekommt man geld?	false		
1322850636032102400	1604227143000	BelorenRavza	de	@NewkirkNoemi er mkngljpül,	false		
1315914632931012608	1602573471000	imageschaden	de	»Lukas Bals: Losgelöst aus dem braunen Netz«      https://t.co/HcI21QuKEL      »Der staatliche Druck sei der Hauptantrieb für die Abwendung von der rechten Szene gewesen, sagt er heute.«	false		
1321362643752550401	1603872378000	Achvonunterwegs	de	unterwegs ... https://t.co/GCgf1jH0T5	false		
1324731441650040847	1604675562000	Magnifi40045609	de	@SpottDrossel72  was passiert?	false		
1320282975372779520	1603614965000	PWoosmann	de	25.10.1929: Am Schwarzen Freitag setzen sich an der New Yorker Börse die außergewöhnlichen Kursverluste des Vortages fort.  #Geschichtstweet #Wikipedia #Boersencrash  #BlackFriday	false		
1325401427183767553	1604835299000	eyeamskn	de	@yourfavgurrll kodein	false		
1327676094682705920	1605377622000	giannivanzetti	de	Schmeisst C.J. Thorpe raus. Unfassbar dirty hit.	false		
1326102098254159873	1605002352000	SchneiderKarWHV	de	RT @CdrDeuNavalAir: #COVID_19: Die #Marineflieger unterstützen seit geraumer Zeit das Gesundheitsamt Bremerhaven. Heute hat das #MFG3 weite	true	1326091638708588545
1326091638708588545	1604999858000	CdrDeuNavalAir	de	#COVID_19: Die #Marineflieger unterstützen seit geraumer Zeit das Gesundheitsamt Bremerhaven. Heute hat das #MFG3 weitere 21 Soldaten/ Soldatinnen zur Unterstützung der Nachverfolgung des Infektionsgeschehens Richtung Leverkusen, #NRW, verabschiedet.  @deutschemarine https://t.co/FGkZaCMkMW	false		
1327522105039216640	1605340908000	AnjaKanu	de	@Magnifi40045609  Ich nie nix gemacht! Ich gerade erst Twitter aufgemacht! Würde aber gerne bleiben 	false		
1318481635059392512	1603185492000	GedankenKonig	de	@ShizZula Das sieht so wunderschön aus. Ist aber ein Archivbild oder?	false		
1328045193434689537	1605465622000	Nintschin	de	@Das_Shiro @Kiiiaaaan @fabianundja die rin bilder sicko	false		
1321922893744349187	1604005952000	julinhamaionese	de	die lit rodeo e finally rich	false		
1318530448365146114	1603197130000	Eifach_	de	Eigentlich eine ganz interessante Idee, oder?  Die Nationalbank druckt eh Kohle bis zum Geht-Nicht-Mehr - um den Frankenkurs zu drücken. Wieso also nicht an die Bürger verteilen, anstatt in marode Euros zu investieren?  https://t.co/wIZwxzrIJG	false		
1322463380133670914	1604134814000	suhrevoir	de	sicheng sungie live!!	false		
1322495424616452096	1604142454000	UmbertoChef	de	 Sonderöffnung am Sonntag Abend! https://t.co/RbnVoCjpcT #kufstein #italienischesrestaurant #lokalprodukte (hier: Minutes Ristorante) https://t.co/xTvT4fBCM1 https://t.co/cWHim6RSTD	false		
1317724751939440640	1603005037000	DNH41956185	de	@shrou_ded Warum sollte man nicht?	false		
1326414301238857730	1605076787000	spacemanshion	de	@Ben10Out big chill e swampfire>>>>	false		
1318124909500006401	1603100442000	ver_linkt	de	@NatalieGrams @BAEKaktuell @kbv4u @BMG_Bund @bzga_de Ein Arzt, der nicht nur Krebs, sondern selbst Notfälle wie den akuten Thoraxschmerz mit Globuli behandelt? @doctorfmh wie ist so etwas möglich? Der gefährdet doch Patientïnnen in nicht akzeptablem Ausmaß.	false		
1319553988581347330	1603441161000	erogeschichtenc	de	https://t.co/VI3Lmgoygi publizierte 'DIE NACHT DER ERSTEN PAARUNG' von Saluti in 'Romantisch': Vor dieser ersten Nacht wussten die beiden Paare nicht, dass sich auch das andere Paar heimlich schon lange beglückte. Bei d..	false		
1328425172236374020	1605556216000	jule2710	de	Positive Coronafälle beim Gegner bedeuten beim Handball Quarantäne. https://t.co/p6By3klkXF	false		
1317613728695713797	1602978567000	jorinde_wiese	de	RT @VictoriaLinnea1: Die Sprache wird von denjenigen bestimmt, die Macht haben, und die Sprache formt das Denken. So passiert es, das die P	true	1317465085795880960
